TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T23814,C7322014,16/11/94,F,GURGAON,57720.95,22/9/16,121141,228.0
T23815,C1322723,1/1/1800,M,GUWAHATI,8626.53,22/9/16,135543,459.52
T23816,C5979830,19/6/81,F,MUMBAI,31546.46,22/9/16,135600,300.0
T23817,C5654919,1/12/83,M,NAVI MUMBAI,14636.9,22/9/16,140015,3395.0
T23818,C6642524,30/8/89,F,GURGAON,11634.82,22/9/16,135853,49.0
T23819,C3314290,5/9/82,M,JAIPUR,587092.79,22/9/16,165850,1255.0
T23820,C2332956,1/1/74,F,DELHI,2614.07,27/9/16,170654,1168.0
T23821,C2223226,16/8/87,M,ADILABAD,15507.1,27/9/16,170707,59.0
T23822,C7233916,1/3/72,F,GURGAON,1127.7,27/9/16,171305,2951.0
T23823,C5222341,18/1/77,M,NEW DELHI,127.95,27/9/16,171306,660.0
T23824,C6740057,12/11/74,M,NEW DELHI,316234.4,26/9/16,170650,31.0
T23825,C4723588,6/12/78,M,SURAT,121410.31,26/9/16,170816,100.0
T23826,C8528418,30/4/83,F,DELHI,21766.04,26/9/16,165522,2000.0
T23827,C7819180,16/4/91,M,NEW DELHI,35773.97,26/9/16,141607,1403.76
T23828,C6610319,22/4/92,M,BANGALORE,6276.56,26/9/16,141611,8.0
T23829,C3813721,21/6/96,M,GURGAON,41009.21,26/9/16,135750,3097.0
T23830,C1255651,17/8/92,F,MHAPE NAVI MUMBAI,859.29,26/9/16,140751,100.0
T23831,C9040090,2/5/59,M,PUNE,6084.44,26/9/16,170739,702.0
T23832,C4410292,1/7/60,M,NAGPUR,127897.25,26/9/16,171013,1760.0
T23833,C5116145,26/5/85,M,NIZAMABAD,966533.05,26/9/16,183146,2995.39
T23834,C7038518,,F,REIS MAGOS BARDEZ,2630.67,26/9/16,171413,500.0
T23835,C2541084,4/10/80,M,NEW DELHI,45650.9,26/9/16,143112,11999.0
T23836,C6313728,5/10/91,F,MUMBAI,22096.01,26/9/16,143733,1000.0
T23837,C7524775,26/6/89,M,SHOWROOM VIKHROLI (W) MUMBAI,11524.05,26/9/16,143735,605.0
T23838,C2328687,3/7/85,M,DELHI,239602.73,26/9/16,143746,450.0
T23839,C8732314,5/8/73,F,BANGALORE,57126.3,26/9/16,171619,1600.0
T23840,C8526677,30/5/94,F,MUMBAI,51317.73,26/9/16,165413,109.0
T23841,C1722661,27/6/86,M,BANGALORE,3827.35,26/9/16,170600,100.0
T23842,C8114143,25/1/88,F,RATAN MANDIR MUMBAI,5686.74,26/9/16,165104,153.0
T23843,C4333447,23/12/85,M,KOLKATA,322286.93,26/9/16,165350,2000.0
T23844,C6726230,15/7/61,M,VISAKHAPATNAM,77.94,26/9/16,165323,1000.0
T23845,C3732961,1/1/1800,M,ERNAKULAM KL,21696.2,26/9/16,144846,500.0
T23846,C2128751,8/12/86,F,KOLKATA,9443.7,26/9/16,144848,100.0
T23847,C4730477,1/8/57,M,CHANDIGARH,27170.37,26/9/16,182337,1516.16
T23848,C3317313,25/11/66,M,DELHI,15351.88,26/9/16,165953,175.0
T23849,C4117975,26/4/91,F,HOOGHLY,13406.35,26/9/16,170541,527.0
T23850,C6719642,6/6/76,M,BENGALURU,45.54,26/9/16,165506,198.0
T23851,C5022176,31/1/89,F,GURGAON,341512.48,26/9/16,165440,706.0
T23852,C7116239,25/12/76,F,LUCKNOW,179659.32,26/9/16,185723,524.0
T23853,C5823066,18/12/93,M,AHMEDNAGAR,10560.83,26/9/16,170906,10.0
T23854,C3939465,1/1/85,M,NEW DELHI,5846.56,26/9/16,171509,2500.0
T23855,C4038312,23/1/78,M,BANGALORE,45538.34,26/9/16,170444,638.5
T23856,C1739071,21/11/74,M,NEW DELHI,852401.23,26/9/16,171158,575.0
T23857,C8387148,30/9/76,M,ROURKELA,1205.22,26/9/16,145410,198.0
T23858,C2840091,17/2/80,M,CHENNAI,26075.85,26/9/16,142638,110.0
T23859,C6540848,12/1/86,F,NOIDA,3891.84,26/9/16,142941,1068.0
T23860,C3555520,8/7/91,M,SURAT,91014.23,26/9/16,143633,3500.0
T23861,C4736412,15/2/89,M,BANGALORE,481426.83,26/9/16,20903,1.0
T23862,C7519089,29/3/80,M,BANGALORE,21548.58,26/9/16,55342,645.67
T23863,C7437315,23/2/82,M,NOIDA,22324.71,26/9/16,165024,1.95
T23864,C8725265,2/1/91,F,GURGAON,9114.4,26/9/16,165958,100.0
T23865,C6932713,1/1/84,M,MUMBAI,572.35,26/9/16,170612,482.22
T23866,C2720791,31/3/86,F,GURGAON,27680.41,26/9/16,171132,303.0
T23867,C7838557,8/12/89,M,MUMBAI,1624.54,26/9/16,183153,4103.8
T23868,C1231552,8/7/95,M,BUDAUN,921.14,26/9/16,162720,479.0
T23869,C4435062,9/2/85,F,BANGALORE,21943.56,26/9/16,142754,1015.0
T23870,C1038773,28/4/76,M,DELHI,1766.58,26/9/16,85951,0.66
T23871,C5315092,3/8/87,F,BANGALORE,206199.12,26/9/16,165538,134.0
T23872,C4554142,26/9/81,F,GURGAON,41569.5,26/9/16,165824,500.0
T23873,C7163951,11/4/92,M,FARIDABAD,457.87,26/9/16,170849,110.0
T23874,C6622651,22/3/91,M,NEW DELHI,10.06,26/9/16,170119,288.6
T23875,C6311826,20/3/87,M,AHMEDABAD,5593.34,26/9/16,170410,20.0
T23876,C2320148,25/12/80,M,PUNE,45902.79,26/9/16,170935,1805.0
T23877,C8180751,24/9/92,M,SRINAGAR,59.22,26/9/16,190514,630.0
T23878,C8523022,30/5/91,F,NEW DELHI,42392.69,26/9/16,190517,100.84
T23879,C2828983,12/7/86,M,VIRAR EAST THANE,2949.82,26/9/16,165939,375.0
T23880,C7046372,8/3/88,M,HOSUR,49184.38,26/9/16,175354,89.0
T23881,C5717792,3/8/52,M,MUMBAI,41670.88,26/9/16,155734,150.0
T23882,C2510971,10/1/80,F,AHMEDABAD,20753.62,26/9/16,172448,600.0
T23883,C1135914,3/3/84,M,ETAH,79.39,26/9/16,172237,1000.0
T23884,C5524637,7/5/67,M,PUNE,11209.38,26/9/16,172239,300.0
T23885,C3422247,5/8/70,M,HYDERABAD,59107.31,26/9/16,172954,1671.99
T23886,C6887824,18/10/84,M,NEW DELHI,695923.28,26/9/16,181615,500.0
T23887,C7966478,22/5/92,F,KOLKATA,21872.96,26/9/16,83820,65.0
T23888,C7114560,22/4/87,F,GURGAON,350932.31,26/9/16,180904,2535.24
T23889,C5542587,17/4/78,M,BANGALORE,19963.61,26/9/16,161244,350.0
T23890,C2318351,8/11/91,F,DELHI,32316.87,26/9/16,161259,1400.0
T23891,C6027442,18/10/84,F,MUMBAI,16631.72,26/9/16,160211,1511.79
T23892,C3221563,10/6/78,F,NOIDA,489758.67,26/9/16,160446,1250.0
T23893,C8857738,26/12/93,F,MUMBAI,151074.99,26/9/16,172042,791.57
T23894,C6424631,11/1/00,F,DELHI,2380.15,26/9/16,180026,679.0
T23895,C3013132,11/2/86,M,BRUSSEL,273109.16,26/9/16,181618,2700.0
T23896,C7022258,5/9/93,M,DELHI,1225.68,26/9/16,180919,60.0
T23897,C2719714,27/7/80,M,AGRA,30591.26,26/9/16,150022,683.0
T23898,C6014815,4/3/88,M,BANGALORE,6535.13,26/9/16,161106,7043.0
T23899,C2230441,18/5/87,F,INDORE,330768.71,26/9/16,161331,899.0
T23900,C2433162,15/2/87,M,GURGAON,26457.71,26/9/16,155722,170.0
T23901,C7539564,1/6/80,M,KHAIRNE THANE NAVI MUMBAI,46039.97,26/9/16,180107,200.0
T23902,C7140580,1/1/1800,M,MORE MKT VISAKHAPATNAM,9397.87,26/9/16,172455,150.0
T23903,C7549149,1/10/89,M,NEW DELHI,19221.37,26/9/16,180435,180.0
T23904,C6744549,27/8/78,F,MUMBAI,177486.42,26/9/16,181637,1442.0
T23905,C1841030,16/4/90,M,CHENNAI,56590.69,26/9/16,183004,20.0
T23906,C4337358,5/2/78,F,HYDERABAD,25511.74,26/9/16,174552,1000.0
T23907,C8829353,22/7/82,M,NAVSARI,45317.84,26/9/16,174909,230.0
T23908,C7221589,29/9/93,M,PUNE,74652.18,22/9/16,113313,612.0
T23909,C3727042,1/4/85,M,TEMPLE BANGALORE,15246.3,27/9/16,173618,430.0
T23910,C6434873,2/11/89,F,BHIWANI,13598.79,27/9/16,175025,4.0
T23911,C5023340,1/6/90,M,SAHARANPUR,971295.17,27/9/16,161750,9.0
T23912,C7632168,4/12/91,M,NOIDA,67.25,27/9/16,162020,470.0
T23913,C3310613,11/4/91,M,MUMBAI,71622.06,27/9/16,165139,204.0
T23914,C4329123,2/12/89,F,MUMBAI,25289.62,27/9/16,164940,500.0
T23915,C6116672,20/5/87,M,JAJPUR,2617.83,27/9/16,165255,20500.0
T23916,C1723387,20/11/92,F,NEW DELHI,12658.15,27/9/16,172053,599.0
T23917,C6726911,6/6/92,M,MADURAI,1202.78,27/9/16,165533,365.0
T23918,C6620253,15/7/92,M,GURGAON,8024.13,27/9/16,165005,1714.62
T23919,C2937722,1/2/74,M,K V RANGAREDDY,99252.36,27/9/16,165005,5680.0
T23920,C2626624,29/8/90,M,DELHI,15072.9,22/9/16,112023,549.7
T23921,C5790632,20/1/02,M,DERABASSI,2370.87,22/9/16,110558,253.0
T23922,C5012784,13/8/93,M,MUMBAI,2219.61,22/9/16,132128,372.17
T23923,C5974150,20/11/89,M,LAKHIMPUR-KHERI,5726.81,27/9/16,175148,599.0
T23924,C7114525,26/6/95,M,NEW DELHI,15408.69,27/9/16,173345,30.0
T23925,C6611150,27/4/57,M,FARIDABAD,5294.18,27/9/16,171041,250.0
T23926,C3442442,22/1/85,M,GURGAON,35175.62,27/9/16,171343,1402.0
T23927,C8816473,2/7/90,M,DELHI,1430.26,27/9/16,171344,40.0
T23928,C1817422,11/11/92,F,GURGAON,12919.03,27/9/16,173429,135.0
T23929,C5531863,6/10/87,M,DOHA,204979.59,27/9/16,174040,3397.0
T23930,C2514412,14/11/90,F,ST JOSEDH BANGALORE,8155.14,27/9/16,170055,800.0
T23931,C7320952,21/8/83,M,BURDWAN,1167.7,27/9/16,171814,48.0
T23932,C4740342,15/11/89,M,BURAKOTA ALMORA,10051.1,27/9/16,172527,275.0
T23933,C6191645,22/10/94,M,DELHI,23736.31,27/9/16,172530,19.0
T23934,C1635565,18/9/89,F,THANJAVUR,76081.4,27/9/16,172532,184.0
T23935,C5440571,18/9/87,M,PARGANAS,5389.85,27/9/16,164735,110.0
T23936,C1788145,25/4/89,F,VIJAYAWADA,3154.6,27/9/16,165035,20.0
T23937,C1218047,25/6/90,M,SAHARANPUR,12253.38,22/9/16,110652,102.0
T23938,C3921272,12/5/86,F,LUCKNOW,6491.84,22/9/16,125350,1478.0
T23939,C1933062,,M,DELHI,77408.3,22/9/16,130527,949.0
T23940,C3416174,28/7/92,M,GURGAON,107972.2,22/9/16,130559,541.0
T23941,C5131957,8/4/89,M,NAVI MUMBAI,27995.89,27/9/16,171045,198.0
T23942,C7623074,14/6/91,F,STOP BANGALORE,255317.32,27/9/16,171325,1688.0
T23943,C5814566,23/3/91,M,DELHI,102258.17,27/9/16,173021,606.9
T23944,C5216170,3/9/87,M,DIBRUGARH,3945.31,27/9/16,172954,45.0
T23945,C2617350,27/9/86,F,GURGAON,108937.99,27/9/16,171708,1327.43
T23946,C6141460,5/12/92,F,GUWAHATI,3947.43,27/9/16,171418,24.0
T23947,C2522929,20/3/87,M,SHIMLA,83913.0,27/9/16,164937,35.0
T23948,C1014291,23/1/90,M,DELHI,79320.51,27/9/16,165406,115.0
T23949,C1840264,8/10/93,M,NOIDA,1470.16,27/9/16,164648,50.0
T23950,C7346225,12/2/76,M,MEERUT,31637.8,27/9/16,172244,102.0
T23951,C1242043,19/3/93,F,DELHI,263932.91,27/9/16,171757,1147.0
T23952,C7825627,9/11/74,M,JALANDHAR,36798.96,27/9/16,164822,396.0
T23953,C5425147,1/1/88,M,KAITHAL,3531.79,22/9/16,130258,2406.0
T23954,C6135675,9/8/90,F,JALANDHAR,9140.28,22/9/16,130204,457.0
T23955,C6811870,17/3/74,M,GURGAON,134026.06,27/9/16,173418,460.0
T23956,C1431389,6/6/91,F,INDORE,32306.56,27/9/16,174155,100.0
T23957,C3624034,13/3/75,M,BAREILLY,2324974.5,27/9/16,171337,2273.0
T23958,C2922067,20/7/76,M,BANGALORE,10538.68,27/9/16,170948,1.0
T23959,C4035191,1/7/88,F,NEW DELHI,1426.82,27/9/16,170224,100.0
T23960,C4419373,8/10/74,F,PUNE,15021.69,27/9/16,171000,1185.0
T23961,C8536787,29/4/77,M,NAVI MUMBAI,9822.52,27/9/16,170429,100.0
T23962,C8647446,9/6/50,M,BHILWARA,3164.87,27/9/16,165410,3750.0
T23963,C6736770,23/9/86,M,MOHALI,390.04,27/9/16,165609,10.0
T23964,C1825088,13/4/77,F,SAHAKARA NAGAR BANGALORE,36227.38,27/9/16,165609,307.65
T23965,C1522717,15/4/92,M,ZIRAKPUR,827.73,27/9/16,165613,300.0
T23966,C4089351,1/1/1800,M,BANGALORE,31234.72,22/9/16,131539,3114.0
T23967,C7718358,19/3/91,F,NOIDA,7.67,27/9/16,171139,53.0
T23968,C5133086,21/11/80,M,GURGAON,353100.9,27/9/16,170831,4800.0
T23969,C2741734,23/9/87,M,DELHI,22787.75,27/9/16,172415,5000.0
T23970,C2330222,31/1/93,F,HOWRAH,37038.69,27/9/16,170942,1094.0
T23971,C1734657,3/2/88,F,BANGALORE,12095.76,27/9/16,173107,100.0
T23972,C7323286,19/2/91,M,THANE,75777.19,27/9/16,80436,50.0
T23973,C2515828,25/9/63,M,KOLKATA,18422.96,27/9/16,173435,1000.0
T23974,C7112387,7/4/85,M,PUNE,9871.05,27/9/16,170524,296.0
T23975,C6831090,1/1/1800,M,NEW DELHI,14493.14,27/9/16,171229,2932.0
T23976,C1742521,15/1/88,M,ALWAR,5348.39,27/9/16,162314,180.0
T23977,C4826122,1/1/1800,M,CHEMBUR GHATKOPAR MAHUL RD MUMBAI,18993.46,27/9/16,161543,1600.0
T23978,C6122389,,,CHEMBUR (E),6227.11,27/9/16,161819,230.0
T23979,C4913145,13/2/85,M,BANGALORE,617.85,27/9/16,161820,250.0
T23980,C2324247,11/1/92,M,HYDERABAD,4408.01,22/9/16,131059,100.0
T23981,C2927778,21/9/92,F,HYDERABAD,4700.11,27/9/16,165229,30.0
T23982,C4742644,4/7/86,M,CHANDIGARH,16.27,27/9/16,172149,100.0
T23983,C4015256,1/1/1800,M,UDAIPUR,34857.2,27/9/16,170633,3597.0
T23984,C8815445,11/12/90,M,NOIDA,18.04,27/9/16,162921,80.0
T23985,C8925132,15/7/73,F,NAVI MUMBAI,46999.07,27/9/16,163109,5112.62
T23986,C2923012,31/8/91,M,VAPI,29586.69,27/9/16,163417,1303.0
T23987,C1939337,1/12/70,M,KARNAL,13583.57,27/9/16,161352,523.0
T23988,C6238389,30/10/90,M,BAWAL,38.36,22/9/16,131244,450.0
T23989,C8619519,2/2/91,M,NEW DELHI,19642.47,22/9/16,125231,282.0
T23990,C8634740,1/5/85,M,HYDERABAD,37812.49,22/9/16,125745,100.0
T23991,C6321144,27/6/91,M,LUCKNOW,11961.35,22/9/16,125500,72.0
T23992,C2634419,15/9/62,F,DERABASSI,6388.02,27/9/16,165823,1000.0
T23993,C4516768,2/2/91,F,FARIDABAD,9880.89,27/9/16,164702,50.0
T23994,C2573387,8/5/80,M,NEW DELHI,185.34,27/9/16,172039,1850.0
T23995,C3132030,1/5/93,M,THANE,2655.67,27/9/16,162723,65.0
T23996,C8838726,28/5/80,M,NASHIK,3396.7,27/9/16,162725,480.0
T23997,C1815750,10/4/69,M,DELHI,1942.8,27/9/16,162424,1240.0
T23998,C5021063,1/1/1800,M,GURGAON,57787.06,27/9/16,163245,3022.22
T23999,C3235167,1/1/1800,M,GHAZIABAD,419951.42,22/9/16,133051,9681.0
T24000,C2650618,21/8/89,M,BANGALORE,38135.5,22/9/16,133056,25000.0
T24001,C1319428,18/2/76,M,NEW DELHI,3184319.41,22/9/16,125227,2020.0
T24002,C9082751,10/12/90,M,CHANDIGARH,23439.38,22/9/16,125353,9.0
T24003,C2584581,2/5/93,M,DELHI,77.58,27/9/16,165805,46.0
T24004,C5983546,6/12/86,M,BANGALORE,51869.64,27/9/16,165354,7973.5
T24005,C5628013,20/10/93,F,MUMBAI,53642.82,27/9/16,170450,8160.0
T24006,C9033072,25/4/91,F,JAIPUR,122902.71,26/9/16,165628,1012.65
T24007,C5419064,21/9/81,M,BARODA,11556.87,26/9/16,174145,1199.4
T24008,C5229831,20/4/88,M,MURSHIDABAD,10.76,26/9/16,172318,50.0
T24009,C4394459,26/1/61,M,THANE,70128.51,26/9/16,173806,838.2
T24010,C9028874,11/1/80,M,NEW DELHI,11930.35,26/9/16,173622,200.0
T24011,C6520758,28/10/78,M,VISAKHAPATNAM,204987.22,26/9/16,182031,2794.0
T24012,C6635882,26/5/66,M,BANGALORE,794228.58,26/9/16,155108,4097.0
T24013,C7861471,28/12/96,M,FATEHABAD,8888.9,26/9/16,152851,655.0
T24014,C4338917,8/6/68,M,LUDHIANA,134848.98,26/9/16,172053,799.0
T24015,C5077832,2/10/89,M,BANGALORE,6515.17,26/9/16,173209,3300.0
T24016,C3124175,8/6/95,F,MUMBAI,6274.74,26/9/16,173033,3190.63
T24017,C5329520,30/8/83,M,KANGRA,118481.12,26/9/16,182237,1468.0
T24018,C6417065,8/3/93,F,BHIWANDI,77731.67,26/9/16,182525,404.0
T24019,C3813345,15/2/91,M,DELHI,1441.38,26/9/16,154405,863.0
T24020,C2813974,24/2/91,F,GHAZIABAD,8773.64,26/9/16,145541,20.0
T24021,C8635844,2/10/58,M,MEERUT,99234.01,26/9/16,145834,1969.0
T24022,C5521975,8/8/94,M,BANGALORE,1841.08,26/9/16,155953,50.0
T24023,C1939186,6/2/91,F,NEW DELHI,48080.54,26/9/16,155023,598.0
T24024,C6468152,1/1/1800,M,GURGAON,494723.4,26/9/16,173938,177.0
T24025,C7230579,5/9/84,M,MUMBAI,151168.67,26/9/16,173938,530.0
T24026,C4020819,12/5/75,F,PUNE,394956.49,26/9/16,173939,25.0
T24027,C8092244,1/7/92,F,DELHI,6115.03,26/9/16,172936,1000.0
T24028,C4123734,7/5/83,M,LUCKNOW,22007.12,26/9/16,173054,135.0
T24029,C3232728,30/9/83,M,MUMBAI,27936.24,26/9/16,182119,200.0
T24030,C6911663,22/11/82,M,VISAKHAPATNAM,569016.29,26/9/16,182125,500.0
T24031,C1572912,24/1/82,F,PUNE,12488.78,26/9/16,182431,57.8
T24032,C4432920,8/9/64,M,BANGALORE,5779.09,26/9/16,182630,850.0
T24033,C7227753,1/4/92,F,MUMBAI,26145.82,26/9/16,143916,185.0
T24034,C3610216,31/1/90,F,GURGAON,57849.1,26/9/16,153909,571.2
T24035,C6311513,19/8/85,M,MUMBAI,27796.24,26/9/16,150621,390.0
T24036,C6816254,1/2/76,M,GHAZIABAD,627354.55,26/9/16,171627,669.5
T24037,C1232070,17/5/82,M,PUNE,430.56,26/9/16,174209,92.0
T24038,C5039956,11/1/87,M,BURDWAN,8476.78,26/9/16,172428,9750.0
T24039,C5319287,14/7/81,M,TIRUPUR,123807.45,26/9/16,173425,50.0
T24040,C3710912,3/6/91,F,MUMBAI,179510.15,26/9/16,172002,50.07
T24041,C2130774,1/1/1800,M,GURGAON,9436.82,26/9/16,172002,1000.0
T24042,C5125930,6/10/86,M,GURDASPUR,10605.27,26/9/16,172323,378.0
T24043,C2520554,17/5/88,M,ULHASNAGAR,27211.02,26/9/16,172450,776.35
T24044,C6320146,11/5/90,M,NEW DELHI,8353.7,26/9/16,172453,110.0
T24045,C1411253,1/12/50,M,GHAZIABAD,31204.09,26/9/16,165142,296.26
T24046,C3130940,30/4/77,F,DELHI,6074.05,26/9/16,180915,863.0
T24047,C5638776,8/1/81,M,NEW DELHI,3798.36,26/9/16,180703,210.0
T24048,C3226669,19/9/91,M,GURGAON,218560.68,26/9/16,143433,980.0
T24049,C1515166,18/8/90,M,DELHI,30260.62,26/9/16,154015,603.0
T24050,C7728362,15/6/56,M,DELHI,8724.6,26/9/16,154505,5000.0
T24051,C2233784,22/8/87,M,THANE,3917.53,26/9/16,170604,100.0
T24052,C1739866,24/10/92,M,HYDERABAD,1807.73,26/9/16,173032,203.0
T24053,C6816871,5/6/77,M,BANGALORE,73772.84,26/9/16,172203,2118.0
T24054,C8339530,2/7/75,M,BANGALORE,28508.32,26/9/16,172025,1850.0
T24055,C6621262,23/9/79,M,THRISSUR,59471.69,26/9/16,180533,5505.0
T24056,C9037258,3/9/91,M,DELHI,21118.72,26/9/16,164254,200.0
T24057,C6988892,21/1/87,F,GURGAON,146045.39,26/9/16,121257,50.0
T24058,C8425434,12/5/80,M,BANGALORE,13935.57,26/9/16,164700,345.0
T24059,C3137616,17/1/93,M,CHINCHANI,3660.83,26/9/16,164940,20.0
T24060,C1619190,17/12/90,M,BATHINDA,0.43,26/9/16,173118,30.0
T24061,C5038578,8/7/88,M,MUMBAI,111317.07,26/9/16,184332,200.0
T24062,C5910944,23/9/97,M,DELHI,21037.16,26/9/16,184430,96.0
T24063,C4513854,4/3/94,F,ALIGARH,9524.74,26/9/16,184332,1300.01
T24064,C1492718,20/12/85,M,PURI,20683.92,26/9/16,175100,300.0
T24065,C3232685,31/7/81,M,RAJKOT,2953.19,26/9/16,175212,100.0
T24066,C6027462,11/10/91,M,AHMEDABAD,70384.99,26/9/16,181115,149.0
T24067,C1838028,27/8/87,M,LUDHIANA,79544.42,26/9/16,160447,2000.0
T24068,C5924338,18/10/86,F,BANGALORE,337881.29,26/9/16,160802,34500.0
T24069,C2835458,27/3/71,M,GHAZIABAD,24092.53,26/9/16,165757,90.0
T24070,C1989018,26/12/93,F,HANUMANGARH,12573.25,26/9/16,165024,187.13
T24071,C2039159,11/12/72,M,MUMBAI,39686.51,26/9/16,172118,1042.8
T24072,C5534360,1/7/60,M,NEW DELHI,36093.3,26/9/16,180328,1415.0
T24073,C8039732,19/6/87,M,NEW DELHI,1445469.19,26/9/16,182857,1807.0
T24074,C3714164,,M,DELHI,36561.38,26/9/16,181532,115.23
T24075,C5335344,12/11/79,M,MUMBAI,438701.57,26/9/16,183716,10322.55
T24076,C5311255,28/8/91,M,GUNTUR,5023.55,26/9/16,181306,249.0
T24077,C4438039,19/5/85,M,HYDERABAD,814519.86,26/9/16,184703,206.0
T24078,C4527819,15/6/81,M,MOHALI,16547.9,26/9/16,184706,1300.0
T24079,C5562315,1/1/1800,M,CHENNAI,6771.64,26/9/16,180712,238.99
T24080,C8216719,22/7/81,F,DELHI,68248.9,26/9/16,183012,750.0
T24081,C1725083,1/8/84,M,JHANSI,139497.65,26/9/16,183746,319.0
T24082,C5822055,19/10/96,M,DELHI,16264.86,26/9/16,183052,8537.0
T24083,C2815064,5/1/93,F,NOIDA,67714.63,26/9/16,190003,2000.0
T24084,C2118179,2/4/79,F,GURGAON,39377.52,22/9/16,133508,1330.0
T24085,C2521868,7/2/92,M,KHARGONE,80495.19,22/9/16,133218,740.34
T24086,C1041892,26/3/93,M,FARIDABAD,27159.29,22/9/16,132124,941.0
T24087,C5841747,1/1/1800,M,NEW DELHI,3479997.89,22/9/16,123621,34691.0
T24088,C1517877,3/3/73,M,DELHI,296905.96,22/9/16,124216,59.0
T24089,C7536561,25/4/82,M,LUCKNOW,78785.05,22/9/16,124126,499.0
T24090,C5715634,16/7/87,M,MIRA ROAD E,22759.75,27/9/16,172200,882.0
T24091,C8141834,22/5/89,M,CHANDIGARH,63.52,27/9/16,170513,237.0
T24092,C8081776,29/11/65,M,BAIE,39474.46,27/9/16,164620,800.0
T24093,C3833358,22/6/89,M,KALYANI,7073.67,27/9/16,165554,20.0
T24094,C6527079,21/2/98,M,FARIDABAD,1645.15,27/9/16,161757,278.0
T24095,C4133944,26/9/82,M,GURGAON,21555.82,27/9/16,165028,210.0
T24096,C8296464,24/11/88,M,GURGAON,24568.2,27/9/16,164504,1649.0
T24097,C4627675,1/6/61,M,BAREILLY,3250.74,22/9/16,125044,210.0
T24098,C8416675,1/5/88,F,NEW DELHI,4952.6,22/9/16,124347,1398.0
T24099,C2412213,6/10/85,M,NEW DELHI,77571.71,22/9/16,122353,4960.0
T24100,C7910991,24/3/84,F,AUNDH CAMP PUNE,8247.55,27/9/16,172130,256.0
T24101,C1039540,6/12/88,F,DELHI,7659.47,27/9/16,172133,1699.0
T24102,C6129960,22/6/91,M,PARK MAHAPE NAVI MUMBAI,549.86,27/9/16,170053,210.0
T24103,C1810218,21/1/74,M,BANGALORE,100733.82,27/9/16,170155,3451.33
T24104,C7562463,15/2/75,M,PUNE,14091.36,27/9/16,163421,73.0
T24105,C3125545,1/1/1800,M,HYDERABAD,1382.25,27/9/16,165056,500.0
T24106,C2133524,6/12/90,M,NEW DELHI,165.75,27/9/16,154903,4000.0
T24107,C2936237,25/9/87,F,BANGALORE,123120.93,27/9/16,162002,973.27
T24108,C5213569,10/11/85,F,NEW DELHI,12296.41,27/9/16,155409,50.0
T24109,C6137567,24/12/93,M,DELHI,2123.29,22/9/16,130720,500.0
T24110,C8266085,24/11/90,M,GURGAON,54157.87,22/9/16,130833,64.49
T24111,C5813963,15/7/85,M,STATION NEW DELHI,11691.01,22/9/16,130839,24.0
T24112,C2728392,11/11/87,M,PONDICHERRY,83261.74,22/9/16,124826,1264.0
T24113,C7816759,22/1/92,M,NEW DELHI,2605.2,22/9/16,124144,120.0
T24114,C3990349,30/9/85,M,HYDERABAD,4783.14,22/9/16,124814,1000.0
T24115,C6121078,15/8/85,M,NEWDELHI,29371.05,22/9/16,124815,2650.0
T24116,C5914066,1/1/1800,M,DUTTA MANDIR PUNE,26295.7,22/9/16,124815,450.0
T24117,C1018437,1/1/1800,M,PUNE,733812.91,27/9/16,173248,801.0
T24118,C2937037,10/6/87,M,BANGALORE,258.74,27/9/16,173252,230.0
T24119,C2189584,27/6/92,M,BANGALORE,25830.49,27/9/16,173253,1050.0
T24120,C4322263,7/5/78,M,NEW DELHI,292.63,27/9/16,170728,238.0
T24121,C5436553,1/1/1800,M,RD NASHIK,28016.77,27/9/16,165652,230.0
T24122,C7633370,14/4/91,M,DELHI,4828.36,27/9/16,165917,200.0
T24123,C3817315,1/9/92,M,BANGALORE,5413.35,27/9/16,165927,105.0
T24124,C8224113,19/7/91,M,BAREILLY,10282.04,27/9/16,162151,149.0
T24125,C8736275,15/12/86,M,KOLKATA,74709.26,27/9/16,162226,750.0
T24126,C8321525,22/12/79,F,BANGALORE,28112.26,27/9/16,165601,512.0
T24127,C4332965,25/3/89,F,BANGALORE,129.14,27/9/16,154157,3750.0
T24128,C2139920,6/7/89,M,BANGALORE,9198576.98,27/9/16,154450,307.0
T24129,C4027816,28/9/75,M,NEW DELHI,14577.16,22/9/16,130321,1289.0
T24130,C8927431,5/5/94,M,RAMANAGARA,2152.66,22/9/16,140650,20.0
T24131,C5217413,7/11/87,M,CHITTO0R,29629.97,22/9/16,133156,52.0
T24132,C5129468,17/11/83,M,NOIDA,784.89,22/9/16,133201,510.0
T24133,C1212262,5/9/90,M,BANGALORE,986.31,27/9/16,173426,3945.01
T24134,C3924481,7/5/78,M,GURGAON,98862.91,27/9/16,164423,1500.0
T24135,C1757781,1/1/1800,M,AUTOMOTIVE WORKSHOP SECUNDERABAD,4116.21,27/9/16,164702,200.0
T24136,C1012476,6/5/79,M,NEW DELHI,131332.36,27/9/16,164706,500.0
T24137,C6729712,23/5/84,F,NEW DELHI,15600.75,27/9/16,164719,171.0
T24138,C8320347,1/4/89,M,KOHIMA,7632.1,27/9/16,165047,120.0
