,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
4223,T24225,C5314111,1988-11-25,M,NEW DELHI,6.73,2016-09-26,163039,50.0
4224,T24226,C4015124,1974-05-05,M,DELHI,21157.75,2016-09-26,163239,38.0
4225,T24227,C6737071,1988-01-01,M,BANGALORE,66204.58,2016-09-26,162334,488.0
4226,T24228,C4916172,1976-04-15,M,DEHRADUN,65805.39,2016-09-26,172233,1149.04
4227,T24229,C2423521,1950-10-09,M,CHOOLAIMEDU,39555.85,2016-09-26,180406,131258.5
4229,T24231,C7016130,1990-03-16,M,PATNA,629919.6,2016-09-26,171920,1380.0
4230,T24232,C5033656,1988-04-02,M,MORADABAD,334.5,2016-09-26,174549,1800.0
4231,T24233,C5124319,1989-01-21,F,KOTA,20399.44,2016-09-26,174601,275.0
4232,T24234,C8412989,1980-12-29,M,SAS NAGAR,17202.05,2016-09-26,181108,200.0
4233,T24235,C6723776,1988-11-01,F,NEW DELHI,227.76,2016-09-26,181521,448.0
4234,T24236,C6034675,1989-05-06,M,LUDHIANA,27261.18,2016-09-26,181502,767.51
4235,T24237,C7431988,1979-04-27,M,KOTTAYAM,144990.96,2016-09-26,165341,220.0
4236,T24238,C5113758,1995-05-16,M,DELHI,30286.21,2016-09-26,165620,1244.25
4237,T24239,C4430423,1985-02-28,F,KOLKATA,292321.75,2016-09-26,180352,3284.0
4238,T24240,C3439841,1983-01-19,F,MUMBAI,981342.87,2016-09-26,180353,7230.0
4239,T24241,C4222464,1985-05-18,M,HYDERABAD,13806.62,2016-09-26,180831,50.0
4240,T24242,C3924491,1989-07-13,M,THANE,82105.05,2016-09-26,181010,700.0
4241,T24243,C4341447,1986-12-01,M,NOIDA,45850.49,2016-09-26,181741,668.0
4242,T24244,C6454467,1987-07-29,M,PUNE,5396.48,2016-09-26,181943,175.0
4244,T24246,C8945777,1994-09-18,M,ALLAHABAD,5511.2,2016-09-26,173305,138.0
4245,T24247,C3442358,1970-10-26,F,DELHI,77920.98,2016-09-26,173545,1840.0
4246,T24248,C5179213,1992-01-01,M,CHURU,221.72,2016-09-26,173812,90.0
4247,T24249,C5123382,1975-12-30,M,DELHI,79615.28,2016-09-26,175219,710.0
4248,T24250,C2522742,1988-10-06,M,DELHI,4041.37,2016-09-26,174447,249.0
4249,T24251,C7625088,1987-04-12,M,THANE,132685.49,2016-09-26,174448,5000.0
4250,T24252,C4638031,1988-06-20,F,K V RANGAREDDY,2336.85,2016-09-26,184358,10.0
4251,T24253,C5118217,1969-01-10,M,THANE,103877.94,2016-09-26,184230,12900.0
4252,T24254,C4617374,1990-05-04,M,HYDERABAD,7797.54,2016-09-26,184953,751.0
4253,T24255,C8125261,1993-11-04,M,DINDIGUL,10078.07,2016-09-26,185126,200.0
4254,T24256,C5054129,1986-04-27,M,NAVI MUMBAI,20786.14,2016-09-26,181748,53.72
4255,T24257,C1323927,1991-12-16,M,RANGA REDDY,6332.75,2016-09-26,174510,200.0
4256,T24258,C3317542,1988-09-01,F,JAMSHEDPUR,2491.29,2016-09-26,173540,400.0
4257,T24259,C2990537,1977-10-17,M,SANGRUR,1008766.85,2016-09-26,184427,2229.0
4258,T24260,C5280285,1995-08-15,M,AHMEDABAD,26158.57,2016-09-26,184429,1422.0
4259,T24261,C1041612,1991-12-10,M,GHAZIABAD,3898.43,2016-09-26,185344,721.46
4260,T24262,C6331892,1987-06-10,M,DOHA,204979.59,2016-09-26,182537,1.0
4261,T24263,C1626284,1990-10-15,M,SECUNDERABAD,8130.7,2016-09-26,183903,45.0
4262,T24264,C7311921,1975-11-17,M,MUMBAI,325368.05,2016-09-26,184100,1032.0
4263,T24265,C5167725,1970-01-02,M,GURGAON,90901.29,2016-09-26,184512,3025.0
4264,T24266,C9030253,1988-04-05,M,BANGALORE,45072.51,2016-09-26,184133,1278.0
4265,T24267,C3995762,1973-09-09,M,NEW DELHI,3802.8,2016-09-26,165506,5232.0
4267,T24269,C1785959,1988-10-21,M,LUCKNOW,20042.83,2016-09-26,180750,50.0
4268,T24270,C4049881,1977-12-30,M,GHAZIPUR,75959.96,2016-09-26,180750,573.0
4269,T24271,C1712016,1991-10-22,M,BANGALORE,2525.83,2016-09-26,180751,919.0
4270,T24272,C3039389,1987-12-22,M,GURGAON,9389.96,2016-09-26,183618,50.0
4271,T24273,C4916557,1978-07-27,M,CHENNAI,28489.42,2016-09-26,183827,193.0
4272,T24274,C8296833,1979-09-20,M,CHENNAI,9550.13,2016-09-26,182042,300.0
4273,T24275,C3494292,1986-11-21,M,BHAVNAGAR,10238.63,2016-09-26,181845,762.65
4274,T24276,C2514118,1996-07-24,M,THIRUVANNAMALAI,401.33,2016-09-26,184305,359.5
4275,T24277,C6838528,1983-03-06,F,GURGAON,13396.01,2016-09-26,183901,1499.0
4276,T24278,C1929960,1991-12-07,M,DELHI,2860.0,2016-09-26,183218,100.0
4277,T24279,C6298045,1994-01-08,F,TARN TARAN,2598.3,2016-09-26,183220,103.0
4278,T24280,C1023815,1979-09-15,F,MUMBAI,63442.49,2016-09-26,191214,1275.0
4280,T24282,C8437047,1987-02-20,F,NOIDA,7279.18,2016-09-22,124146,490.0
4281,T24283,C4333825,1993-08-15,M,PANIPAT,3.45,2016-09-22,124112,10.0
4282,T24284,C7475642,1990-04-01,M,BANGALORE,2904.13,2016-09-22,124343,600.0
4283,T24285,C3339454,1978-08-20,M,BULANDSHAHR,47845.03,2016-09-22,123216,1099.0
4284,T24286,C3650449,1979-06-04,M,VISAKHAPATNAM,215779.98,2016-09-22,123233,150.0
4285,T24287,C2128692,1975-01-03,M,KOLKATA,5732.33,2016-09-27,164302,1776.41
4286,T24288,C3042285,1983-11-04,M,CHENNAI,16010.51,2016-09-27,164303,225.0
4287,T24289,C1891019,1990-07-30,M,MUMBAI,878.04,2016-09-27,163453,1361.0
4288,T24290,C8917844,1979-07-06,M,MUMBAI,15180.75,2016-09-27,162456,99.0
4289,T24291,C8045736,1994-09-18,M,ALLAHABAD,5511.2,2016-09-27,163025,1400.0
4290,T24292,C6132455,1989-08-12,F,MUMBAI,75492.05,2016-09-27,163027,4164.53
4291,T24293,C3930443,1988-04-10,M,BANGALORE,864.81,2016-09-27,154321,100.0
4292,T24294,C3039734,1984-05-01,F,GURGAON,30689.57,2016-09-27,152534,680.0
4293,T24295,C4344545,1981-11-01,F,HOOGHLY,18.06,2016-09-27,152259,3202.0
4294,T24296,C7728712,1981-01-18,F,MUMBAI,127701.8,2016-09-22,124541,500.0
4296,T24298,C1427918,1952-08-17,M,CHANDIGARH,648718.1,2016-09-27,161300,926.14
4297,T24299,C8237742,1989-08-13,F,JALANDHAR,40945.39,2016-09-27,161357,101.15
4299,T24301,C8927176,1990-04-27,F,THANE,67430.18,2016-09-27,151050,75.97
4300,T24302,C5171954,1987-06-20,M,KALOL,19221.87,2016-09-27,151053,500.0
4301,T24303,C7233152,1982-10-30,M,BANGALORE,31109.84,2016-09-27,151409,384.0
4302,T24304,C5318253,1952-08-28,M,NAVI MUMBAI,173484.49,2016-09-22,122102,18237.0
4303,T24305,C4127726,1987-11-29,F,NELLORE,14604.34,2016-09-22,121047,222.0
4304,T24306,C4526533,1995-10-07,M,NOIDA,6.52,2016-09-22,120819,10.0
4305,T24307,C4071754,1980-08-20,M,PRAKASAM DIST (AP),14984.65,2016-09-27,164658,207.06
4306,T24308,C6613823,1990-05-09,F,MUZAFFARNAGAR,26.85,2016-09-27,163041,668.0
4307,T24309,C8029136,1959-09-30,M,PUNE,545313.52,2016-09-27,154229,1685.0
4308,T24310,C1028091,1993-10-20,F,MUMBAI,53642.82,2016-09-27,163454,2599.0
4309,T24311,C1732336,1982-08-20,F,VADODARA,31602.24,2016-09-27,154746,50.0
4310,T24312,C7317041,1975-03-27,F,BANGALORE,44324.13,2016-09-27,152353,604.0
4311,T24313,C3854337,1980-03-01,M,NAVI MUMBAI,1818.87,2016-09-27,152644,1585.0
4312,T24314,C6224942,1993-03-01,M,DELHI,3976.15,2016-09-22,124433,292.0
4313,T24315,C1912427,1988-11-24,F,NOIDA,29817.02,2016-09-22,120813,366.0
4314,T24316,C6517878,1995-03-28,M,GURGAON,181.45,2016-09-22,115437,800.0
4315,T24317,C3866030,1970-04-11,F,ERNAKULAM,5947.48,2016-09-22,115431,200.0
4316,T24318,C2076880,1987-12-06,M,NOIDA,19574.72,2016-09-22,115945,710.0
4318,T24320,C2142873,1993-04-11,M,ROHTAK,13412.41,2016-09-27,160415,1472.22
4319,T24321,C1930631,1992-08-18,F,PUNE,24593.28,2016-09-27,155125,955.0
4320,T24322,C7232845,1972-01-11,M,KOLKATA,80334.23,2016-09-27,160903,85369.0
4321,T24323,C8742558,1980-12-30,M,GURGAON,2820782.61,2016-09-27,155213,2039.0
4322,T24324,C5627084,1967-08-31,F,DELHI,91265.45,2016-09-27,154926,470.0
4323,T24325,C8045285,1996-05-09,M,NARELA,39757.85,2016-09-27,155611,154.1
4324,T24326,C6841918,1985-11-13,F,NEW DELHI,1099.64,2016-09-27,153950,500.0
4325,T24327,C6224649,1993-10-04,M,NAGAR SOC PUNE,22886.21,2016-09-27,154123,63.0
4326,T24328,C2618251,1984-07-20,M,1 GURGAON,1793339.56,2016-09-27,153938,505.22
4328,T24330,C7449855,1990-05-04,M,NEW DELHI,2045.47,2016-09-27,165723,457.0
4329,T24331,C6620738,1994-09-18,M,GHAZIABAD,38440.32,2016-09-27,61303,10.35
4330,T24332,C2835119,1989-10-10,M,MUMBAI,2769.48,2016-09-27,164111,4839.0
4331,T24333,C3813367,1976-12-29,F,GURGAON,441386.46,2016-09-27,164112,268.0
4332,T24334,C7223530,1983-10-24,M,PUNE,69426.32,2016-09-27,151324,1499.0
4333,T24335,C1619126,1982-07-15,M,BANGALORE,7536.56,2016-09-27,151100,450.0
4334,T24336,C6214982,1979-08-21,F,NEW DELHI,20796.05,2016-09-27,152309,1500.0
4335,T24337,C1537146,1988-10-26,F,NEW DELHI,62076.89,2016-09-27,152311,3000.0
4336,T24338,C8735033,1985-12-20,M,CHENNAI,103428.0,2016-09-27,152312,3280.0
4338,T24340,C4435224,1989-10-26,F,DELHI,10125.36,2016-09-27,154845,1288.26
4339,T24341,C8514888,1947-10-22,F,GURGAON,445752.88,2016-09-27,154810,2100.0
4340,T24342,C7753490,1966-08-19,M,CHENNAI,73686.55,2016-09-27,151647,1986.0
4341,T24343,C3122166,1992-04-27,M,HARIDWAR,1231.89,2016-09-27,151648,420.0
4342,T24344,C5645119,1989-04-15,F,MUMBAI,11190.15,2016-09-27,152623,401.0
4343,T24345,C6569762,1987-01-01,M,NEW DELHI,31369.74,2016-09-22,114012,536.0
4344,T24346,C2929243,1984-07-19,M,SECUNDERABAD,855.1,2016-09-22,114646,125.0
4345,T24347,C8330984,1985-08-03,F,CHENNAI,13059.06,2016-09-27,160901,240.0
4346,T24348,C2124626,1990-07-01,M,NO 3 NR LALLAN HOTEL THANE,13111.21,2016-09-27,154537,50.0
4347,T24349,C8239483,1992-10-26,M,SAHARANPUR,5527.93,2016-09-27,163854,5000.0
4348,T24350,C7022449,1986-12-30,F,MUMBAI,166462.78,2016-09-27,155856,1050.0
4350,T24352,C3741413,1952-05-03,M,DURGAPUR,342229.47,2016-09-27,155734,15000.0
4351,T24353,C3983328,1980-11-06,F,PANCHKULA,11506.81,2016-09-27,152833,1000.0
4352,T24354,C3159463,1991-05-06,F,CHENNAI,22170.25,2016-09-27,153321,200.0
4353,T24355,C2491542,1993-05-27,M,DELHI,61895.27,2016-09-22,133005,160.0
4354,T24356,C3617755,1970-05-15,M,MORBI,9250.95,2016-09-22,122401,120.0
4355,T24357,C3228075,1994-02-16,M,KOZHIKODE,6336.27,2016-09-22,121151,40.0
4356,T24358,C6142221,1990-02-01,M,DUBAI,10864.91,2016-09-22,122843,10000.0
4357,T24359,C6213946,1986-02-17,F,DELHI,12570.77,2016-09-27,155252,150.0
4358,T24360,C3896725,1995-10-20,F,DELHI,37885.96,2016-09-27,160602,5444.0
4359,T24361,C5239381,1970-01-12,M,KARNAL,13583.57,2016-09-27,160604,1048.52
4360,T24362,C3997266,1991-01-27,F,MUMBAI,510.64,2016-09-27,160645,199.0
4361,T24363,C2937127,1984-02-29,M,KOLHAPUR,31037.35,2016-09-27,160745,500.0
4362,T24364,C4529666,1976-06-21,F,BANGALORE,9085.85,2016-09-27,160718,150.0
4363,T24365,C1828582,1972-04-25,M,MUMBAI,5177350.63,2016-09-27,160802,1350.0
4364,T24366,C1639963,1979-03-18,M,HOWRAH,3923.95,2016-09-27,153839,84.0
4365,T24367,C4032270,1976-09-22,M,NEW DELHI,612.11,2016-09-27,154001,1034.84
4366,T24368,C4920913,1981-02-14,M,NEW DELHI,2254.6,2016-09-27,154009,1592.2
4367,T24369,C5615531,1982-05-06,M,GHAZIABAD,295.7,2016-09-27,120600,2.34
4368,T24370,C6534632,1981-04-06,M,TEZPUR,2000.44,2016-09-27,153656,121.0
4369,T24371,C5525811,1990-07-02,M,GURGAON,58.71,2016-09-22,121326,1010.0
4370,T24372,C4131581,1994-10-27,M,CHENNAI,32270.65,2016-09-22,121427,500.0
4372,T24374,C4625462,1987-03-27,M,BANGALORE,14370.05,2016-09-27,154355,5000.0
4373,T24375,C4112949,1978-02-04,M,BANGALORE,59664.7,2016-09-27,154652,260.0
4374,T24376,C8142829,1988-09-27,F,NEW DELHI,204943.17,2016-09-27,155715,326.0
4375,T24377,C3640653,1987-12-03,M,GHAZIABAD,94607.94,2016-09-27,161415,500.0
4376,T24378,C6636020,1990-04-14,M,THANE,3299.25,2016-09-27,161416,99.0
4378,T24380,C5523786,1995-09-20,F,NEW DELHI,9618.41,2016-09-27,153751,415.0
4379,T24381,C3339126,1984-12-27,F,CHENNAI,22571.47,2016-09-26,183024,905.5
4380,T24382,C3342752,1994-06-29,M,KARIMNAGAR,4284.39,2016-09-26,185132,500.0
4382,T24384,C1129755,1988-12-08,F,DELHI,4446.35,2016-09-26,183318,390.0
4383,T24385,C4926163,1991-11-14,M,JAIPUR,2762.42,2016-09-26,163358,1000.0
4384,T24386,C1123961,1993-03-25,M,KOLKATA,38962.06,2016-09-26,162538,188.0
4387,T24389,C1334088,1990-06-02,M,KOLKATA,37093.17,2016-09-26,181738,1143.01
4388,T24390,C7441886,1980-08-01,M,HYDERABAD,28699.34,2016-09-26,190454,809.0
4389,T24391,C7942881,1988-05-01,F,BANGALORE,7872.84,2016-09-26,184749,20.0
4390,T24392,C9020347,1988-04-29,F,MUMBAI,168649.55,2016-09-26,162928,16.88
4391,T24393,C3136942,1993-02-28,M,DELHI,15970.03,2016-09-26,164643,604.0
4392,T24394,C3811465,1968-02-10,M,KOLKATA,31382.71,2016-09-26,163552,300.0
4393,T24395,C6719485,1987-06-03,M,BANGALORE,28214.97,2016-09-26,162422,700.0
4394,T24396,C1041730,1985-01-19,M,NOIDA,472641.36,2016-09-26,162726,999.0
4395,T24397,C4941250,1990-11-22,F,BISHNUPUR,28704.5,2016-09-26,162731,680.0
4396,T24398,C6027726,1988-05-31,M,CHENNAI,21310.87,2016-09-26,190532,1799.0
4397,T24399,C6735454,1956-01-03,M,NEW DELHI,1047292.09,2016-09-26,183641,500.0
4398,T24400,C4036151,1989-03-08,F,GURGAON,25451.98,2016-09-26,183656,199.0
4399,T24401,C2759211,1988-04-12,M,KANCHEEPURAM,25134.7,2016-09-26,183656,724.5
4400,T24402,C4828751,1991-10-06,F,PUNE,9743.43,2016-09-26,183752,1264.0
4401,T24403,C6910247,1991-07-17,M,NEW DELHI,17146.97,2016-09-26,183758,230.0
4402,T24404,C2853587,1994-06-07,M,HAMIRPUR,0.02,2016-09-26,162506,15.0
4403,T24405,C5426879,1952-09-04,M,MUMBAI,30327.64,2016-09-26,162808,22800.0
4404,T24406,C6640849,1985-05-15,M,KARIMNAGAR,53439.85,2016-09-26,162224,640.4
4406,T24408,C8014474,1983-02-17,M,MOHALI,4635.48,2016-09-26,182845,1246.0
4407,T24409,C6430928,1996-08-18,M,KURUKSHETRA,7728.73,2016-09-26,182939,124.0
4408,T24410,C1740962,1980-11-30,F,NOIDA,60.2,2016-09-26,185916,119.0
4409,T24411,C1838355,1980-08-08,F,NEW DELHI,52597.49,2016-09-26,185943,599.0
4410,T24412,C5227185,1991-05-05,F,BANGALORE,27806.83,2016-09-26,184458,196.0
4411,T24413,C8938241,1990-08-05,M,VILLUPURAM,3137.5,2016-09-26,184844,30.0
4412,T24414,C3730360,1987-01-06,F,DARBHANGA,3751.11,2016-09-26,184650,3750.0
4413,T24415,C5826460,1990-03-14,F,GURGAON,8213.29,2016-09-26,184655,263.0
4414,T24416,C8328127,1963-06-13,M,DELHI,45655.25,2016-09-26,183232,4301.0
4415,T24417,C3414273,1990-04-04,M,NOIDA,3621.87,2016-09-26,174704,655.0
4416,T24418,C6037840,1984-06-02,M,NEW DELHI,6573.79,2016-09-26,174925,255.0
4417,T24419,C2116946,1993-09-06,F,KOLKATA,15895.42,2016-09-26,181443,3880.0
4418,T24420,C3423138,1995-06-11,M,REWARI,3828.64,2016-09-26,181608,100.0
4419,T24421,C3312128,1988-11-25,M,KATIHAR,40615.77,2016-09-26,190456,547.0
4420,T24422,C4624375,1979-01-20,F,KOLKATA,29292.62,2016-09-26,185919,489.03
4421,T24423,C7869850,1991-12-01,F,GURGAON,3473.13,2016-09-26,190105,544.55
4422,T24424,C8722515,1982-11-09,F,NOIDA,103023.35,2016-09-26,184332,599.0
4423,T24425,C2642815,1981-10-31,F,NEW DELHI,1781512.78,2016-09-26,183528,1085.6
4424,T24426,C3533622,1993-10-11,F,GURGAON,3221.63,2016-09-26,183633,2995.0
4425,T24427,C3366635,1984-11-10,F,DELHI,38014.23,2016-09-26,191226,1507.0
4426,T24428,C5840383,1985-02-20,M,YAMUNANAGAR,10310.72,2016-09-26,185402,309.46
4427,T24429,C4025251,1969-11-27,M,COIMBATORE,80701.57,2016-09-26,174256,800.98
4428,T24430,C4917847,1988-11-09,M,BAHADURGARH,2188.37,2016-09-26,174257,413.68
4429,T24431,C9014179,1986-05-31,M,NASHIK,22345.69,2016-09-26,51259,2175.54
4430,T24432,C5830873,1956-12-25,F,GURGAON,10562562.99,2016-09-26,174740,4342.0
4431,T24433,C6823176,1963-05-05,M,NOIDA,2164208.48,2016-09-26,181907,1000.0
4432,T24434,C2926620,1995-07-02,F,AHMEDABAD,9642.54,2016-09-26,190026,50.0
4433,T24435,C5417292,1963-06-04,F,MUMBAI,15311.62,2016-09-26,143105,1000.0
4434,T24436,C8442225,1991-02-18,M,PUNE,10342.63,2016-09-26,143820,100.0
4435,T24437,C3430548,1990-12-07,M,DELHI,13965.67,2016-09-26,184419,50.0
4436,T24438,C4340878,1990-08-23,F,MOHALI,44304.94,2016-09-26,174559,2800.0
4437,T24439,C5020462,1992-07-13,M,KARNAL,3121.38,2016-09-26,175132,1000.0
4438,T24440,C7041416,1989-01-19,M,WARANGAL,4241.44,2016-09-26,180208,50.0
4439,T24441,C4019470,1989-09-30,M,NEW DELHI,13739.94,2016-09-26,180338,254.0
4441,T24443,C3431020,1991-10-08,M,CHANDIGARH,1898.01,2016-09-26,142532,190.0
4442,T24444,C5332175,1985-08-05,F,DOMBIVALI (EAST),2159.78,2016-09-26,183259,227.0
4445,T24447,C7638386,1982-03-11,M,AHMEDABAD,36847.74,2016-09-26,175128,396.8
4446,T24448,C5230873,1992-07-30,F,HYDERABAD,164881.45,2016-09-26,175655,8054.0
4447,T24449,C6225235,1986-03-25,F,BANGALORE,19844.88,2016-09-26,190956,100.0
4448,T24450,C2674411,1989-12-28,F,NEW DELHI,16466.31,2016-09-26,180226,340.0
4449,T24451,C5935275,1975-07-02,M,NEW DELHI,397392.71,2016-09-26,180509,1000.0
4450,T24452,C2532473,1981-02-13,M,DELHI,34556.08,2016-09-26,180514,107.39
4451,T24453,C6410737,1958-01-19,M,DHANBAD,6449.81,2016-09-26,180516,1069.0
4452,T24454,C5241175,1987-09-07,M,SANGLI,203711.21,2016-09-26,173458,344.0
4453,T24455,C3111737,1987-09-15,M,MUMBAI,26568.26,2016-09-26,152018,495.95
4454,T24456,C7521773,1993-03-10,F,HYDERABAD,609.79,2016-09-26,151921,30.0
4455,T24457,C5610185,1986-03-30,M,JAMMU,88692.16,2016-09-26,55326,60.0
4456,T24458,C8614266,1979-02-13,M,INDORE,7098.47,2016-09-26,180038,586.0
4457,T24459,C6823584,1950-10-09,M,CHOOLAIMEDU,39555.85,2016-09-26,180608,50000.0
4458,T24460,C3311159,1992-06-27,M,BOLANGIR,54688.87,2016-09-26,174709,2000.0
4460,T24462,C3412662,1983-01-11,F,GURGAON,1764.35,2016-09-26,172756,147.9
4461,T24463,C5235239,1982-07-31,M,NEW DELHI,39068.62,2016-09-22,123233,1000.0
4462,T24464,C2430278,1989-10-20,M,AHMEDABAD,13913.45,2016-09-22,113035,4470.0
4463,T24465,C4230529,1997-09-11,M,LUDHIANA,9505.04,2016-09-27,163718,500.0
4466,T24468,C5826863,1986-07-22,M,GREATER NOIDA,843.56,2016-09-27,155543,240.0
4467,T24469,C5535170,1983-10-20,M,AHMEDABAD,5930.44,2016-09-27,173932,78.0
4468,T24470,C8920346,1985-05-22,F,BANGALORE,89293.84,2016-09-27,162752,719.0
4469,T24471,C5621329,1993-03-27,M,CHENNAI,390.3,2016-09-27,175306,350.0
4470,T24472,C8433771,1992-08-02,M,PUNE,6090.05,2016-09-27,174235,500.0
4471,T24473,C8816028,1987-11-23,M,JAHANABAD,84.06,2016-09-27,175302,693.0
4472,T24474,C3434586,1994-11-12,M,MUMBAI,12999.98,2016-09-27,175353,200.0
4474,T24476,C7035786,1977-06-03,M,PINJORE,8963.78,2016-09-27,172425,100.0
4475,T24477,C7125770,1993-02-21,M,PUNE,279.62,2016-09-27,173201,19.0
4477,T24479,C8015285,1986-04-07,M,NOIDA,12966.91,2016-09-22,120732,795.0
4478,T24480,C2413267,1992-01-07,M,THANE,1428.35,2016-09-22,120733,100.0
4479,T24481,C3225091,1985-07-12,M,GURGAON,7471.04,2016-09-22,110924,5000.0
4480,T24482,C4421630,1989-05-17,F,KOLKATA,14003.55,2016-09-27,174625,510.35
4481,T24483,C1561922,1981-08-16,M,DELHI,41119.33,2016-09-27,171654,300.0
4482,T24484,C8730862,1983-09-12,F,KANDIWALI W MUMBAI,9022.18,2016-09-27,174806,550.0
4483,T24485,C5626345,1982-04-01,M,CHENNAI,25598.52,2016-09-27,174632,125.0
4484,T24486,C4840821,1988-05-10,M,KOLKATA,493299.38,2016-09-27,171649,2800.0
4485,T24487,C1331527,1991-07-29,M,DELHI,50172.39,2016-09-27,153904,101.9
4486,T24488,C4641814,1986-08-25,M,NOIDA,305992.06,2016-09-27,180328,756.45
4487,T24489,C6032762,1989-03-18,M,GURGAON,815.54,2016-09-27,175616,160.0
4488,T24490,C6320731,1950-12-12,M,GURGAON,4893.26,2016-09-22,115331,100.0
4489,T24491,C6640973,1987-08-13,F,GURGAON,77316.29,2016-09-27,170935,1000.0
4490,T24492,C8222926,1993-06-28,F,SIVAGANGA,10512.53,2016-09-27,171751,100.0
4491,T24493,C8722467,1975-06-01,M,MORADABAD,61955.51,2016-09-27,171801,126988.0
4493,T24495,C6023923,1971-10-03,M,MUMBAI,626177.62,2016-09-27,154118,1254.0
4494,T24496,C8894518,1984-12-04,M,NEW DELHI,17274.5,2016-09-27,175747,3363.0
4496,T24498,C5635934,1990-11-29,M,SAHARANPUR,182343.31,2016-09-27,175750,42.0
4497,T24499,C5532690,1996-02-08,F,SRIKAKULAM,37514.41,2016-09-22,112506,19.0
4498,T24500,C3531829,1986-09-29,M,MUMBAI,30908.82,2016-09-22,112549,13280.0
4499,T24501,C6532656,1963-07-29,M,CHENNAI,34626.45,2016-09-27,160418,102.8
4500,T24502,C5726982,1995-03-28,M,DELHI,43587.39,2016-09-27,160638,148.4
4501,T24503,C3268971,1996-03-14,M,DELHI,23015.8,2016-09-27,173433,1591.0
4502,T24504,C1828159,1971-08-30,M,MUMBAI,10635.66,2016-09-27,153256,430.12
4503,T24505,C5520469,1946-12-22,M,GURGAON,83808.61,2016-09-27,172610,25.0
4504,T24506,C1131588,1983-10-12,F,VIMANNAGAR  NAGAR ROAD PUNE,102560.75,2016-09-27,171226,1026.0
4507,T24509,C6829649,1991-02-06,M,CHENNAI,3934.7,2016-09-27,173735,497.0
4508,T24510,C1032556,1986-05-05,M,KAPURTHALA,7369.24,2016-09-27,51334,1.0
4509,T24511,C8749458,1989-05-16,F,SOUTH 24 PARGANAS,4183.74,2016-09-27,174807,256.35
4510,T24512,C3125350,1983-05-29,M,PUNE,24395.44,2016-09-22,105720,200.0
4511,T24513,C8513372,1967-05-07,M,SURAT,21063.43,2016-09-27,170937,157.3
4512,T24514,C8523038,1989-09-08,M,HYDERABAD,3902.62,2016-09-27,174535,376.0
4513,T24515,C6150685,1987-03-11,F,GURGAON,10045.47,2016-09-27,170957,899.0
4514,T24516,C4893933,1991-10-23,M,PARGANAS,33.26,2016-09-27,170946,5.0
4515,T24517,C8118589,1989-02-16,M,GURGAON,4443.24,2016-09-27,171211,100.0
4516,T24518,C2631056,1985-12-31,M,MUMBAI,304691.47,2016-09-27,171456,704.47
4517,T24519,C2042138,1983-06-02,M,DELHI,126207.53,2016-09-27,173403,200.0
4518,T24520,C8218883,1966-09-27,M,AHMEDABAD,16504.32,2016-09-22,105512,1230.0
4519,T24521,C3633777,1970-01-18,M,NEW DELHI,38963.3,2016-09-27,154328,20497.0
4520,T24522,C4813644,1990-08-02,M,BAREILLY,112.04,2016-09-22,165945,9.0
4521,T24523,C1316248,1992-02-12,F,KOLKATA,40831.63,2016-09-22,163624,2427.0
4522,T24524,C8422339,1990-08-31,M,MOHALI,45.07,2016-09-22,163845,100.0
4523,T24525,C3612723,1987-08-07,F,PEN,87334.87,2016-09-27,170754,2089.0
4524,T24526,C8736142,1982-01-12,F,PATIALA,110139.81,2016-09-27,173251,25.0
4525,T24527,C6368987,1996-03-14,M,DELHI,23015.8,2016-09-27,173252,1339.0
4526,T24528,C3142514,1988-07-30,M,BANGALORE,24677.53,2016-09-27,172331,176.0
4527,T24529,C2437246,1989-01-23,M,MEERUT,1713.73,2016-09-22,134445,344.0
4528,T24530,C4127647,1984-09-27,M,MUMBAI,114.22,2016-09-22,165950,200.0
4529,T24531,C3020625,1993-06-14,M,MUMBAI,45150.65,2016-09-27,171836,220.0
4530,T24532,C5432848,1984-03-10,M,DELHI,611554.23,2016-09-27,171837,300.0
4531,T24533,C4826429,1982-07-30,F,RAJAHMUNDRY,41.22,2016-09-27,175216,4900.0
4532,T24534,C6215662,1991-11-21,M,GURGAON,22624.41,2016-09-27,170847,1000.0
4533,T24535,C7928451,1982-10-08,M,DELHI,10884.55,2016-09-27,170843,300.0
4534,T24536,C8618283,1993-05-24,M,ESTATE DAHISAR E MUMBAI,1411.71,2016-09-26,141028,30.0
4535,T24537,C2723216,1986-02-03,M,MUMBAI,18483.61,2016-09-26,141608,252.0
4537,T24539,C1729469,1990-05-04,M,JIND,5641.66,2016-09-26,135647,50.0
4538,T24540,C7120248,1993-10-12,M,KATIHAR,70.97,2016-09-26,135845,100.0
4539,T24541,C7018627,1983-03-27,F,NOIDA,37887.07,2016-09-26,171417,200.0
4540,T24542,C2824285,1993-02-25,F,THANE,101.21,2016-09-26,170816,183.0
4542,T24544,C1731351,1988-04-23,M,NAVI MUMBAI,36332.92,2016-09-26,170113,71.0
4543,T24545,C4141588,1988-03-30,M,GURGAON,7661.49,2016-09-26,170358,3750.0
4544,T24546,C4938888,1983-08-03,F,DELHI,83781.93,2016-09-26,165556,125.0
